Threshold,tn,fp,fn,tp,fpr,tpr,precision,recall,disaster_type
0.015,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.02,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.025,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.030000000000000002,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.035,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.04,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.045,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.049999999999999996,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.05499999999999999,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.05999999999999999,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.06499999999999999,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.06999999999999999,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.075,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.08,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.085,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.09000000000000001,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.09500000000000001,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.10000000000000002,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.10500000000000002,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.11000000000000003,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.11500000000000003,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.12000000000000004,11400,0,2,0,0.0,0.0,,0.0,Mud/Landslide
0.0,0,11400,0,3,1.0,1.0,0.00026308866087871614,1.0,Fishing Losses
0.005,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.01,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.015,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.02,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.025,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.030000000000000002,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.035,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.04,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.045,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.049999999999999996,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.05499999999999999,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.05999999999999999,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.06499999999999999,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.06999999999999999,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.075,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.08,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.085,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.09000000000000001,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.09500000000000001,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.10000000000000002,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.10500000000000002,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.11000000000000003,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.11500000000000003,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.12000000000000004,11400,0,3,0,0.0,0.0,,0.0,Fishing Losses
0.0,0,11392,0,17,1.0,1.0,0.0014900517135594707,1.0,Coastal Storm
0.005,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.01,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.015,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.02,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.025,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.030000000000000002,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.035,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.04,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.045,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.049999999999999996,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.05499999999999999,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.05999999999999999,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.06499999999999999,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.06999999999999999,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.075,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.08,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.085,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.09000000000000001,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.09500000000000001,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.10000000000000002,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.10500000000000002,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.11000000000000003,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.11500000000000003,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.12000000000000004,11392,0,17,0,0.0,0.0,,0.0,Coastal Storm
0.0,0,11401,0,6,1.0,1.0,0.0005259928114315771,1.0,Freezing
0.005,11176,225,5,1,0.01973511095517937,0.16666666666666666,0.004424778761061947,0.16666666666666666,Freezing
0.01,11336,65,5,1,0.005701254275940707,0.16666666666666666,0.015151515151515152,0.16666666666666666,Freezing
0.015,11368,33,6,0,0.0028944829400929743,0.0,0.0,0.0,Freezing
0.02,11378,23,6,0,0.002017366897640558,0.0,0.0,0.0,Freezing
0.025,11380,21,6,0,0.0018419436891500746,0.0,0.0,0.0,Freezing
0.030000000000000002,11385,16,6,0,0.0014033856679238662,0.0,0.0,0.0,Freezing
0.035,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.04,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.045,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.049999999999999996,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.05499999999999999,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.05999999999999999,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.06499999999999999,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.06999999999999999,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.075,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.08,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.085,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.09000000000000001,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.09500000000000001,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.10000000000000002,11401,0,6,0,0.0,0.0,,0.0,Freezing
0.10500000000000002,11401,0,6,0,0.0,0.0,,0.0,Freezing
