date,state,Disaster_Prob
1991-08-01,UT,0.03265870201056686
1991-08-01,TX,0.04530443642083659
1991-08-01,WA,0.032497351835080276
1991-08-01,SD,0.036537163492134546
1991-08-01,SC,0.043282556651514564
1991-08-01,PA,0.03576342679754011
1991-08-01,OR,0.03040592120071081
1991-08-01,OK,0.04214619876989532
1991-08-01,OH,0.037512035149951245
1991-08-01,TN,0.040296885465536565
1991-09-01,NC,0.032860875536191735
1991-09-01,OK,0.03251411953478428
1991-09-01,OH,0.02962587989913267
1991-09-01,NV,0.029201190862362322
1991-09-01,NE,0.02942533454505465
1991-09-01,NJ,0.02953953178451619
1991-09-01,OR,0.02752972830424625
1991-09-01,NM,0.027894024919951882
1991-09-01,PA,0.0266925455340046
1991-09-01,VT,0.023618448989508874
1991-09-01,SC,0.036191743035237506
1991-09-01,SD,0.026889137110304533
1991-09-01,TN,0.03427932932141157
1991-09-01,TX,0.03457522512331774
1991-09-01,UT,0.027190513928474467
1991-09-01,VA,0.030897651357480013
1991-09-01,MT,0.024394836405820818
1991-09-01,WA,0.025689720646654937
1991-09-01,WI,0.025359356710358515
1991-09-01,WV,0.03049174748951783
1991-09-01,WY,0.023811878657031032
1991-09-01,RI,0.023832028722964808
1991-09-01,MS,0.037510286171930515
1991-09-01,ND,0.024696413809135703
1991-09-01,MN,0.02406362436886288
1991-09-01,AK,0.017249988251237976
1991-09-01,AL,0.03766307856330605
1991-09-01,AR,0.03512037082334838
1991-09-01,MO,0.033114019560030045
1991-09-01,AZ,0.036009139259263065
1991-09-01,CA,0.03198628255771358
1991-09-01,CT,0.023842723434120822
1991-09-01,DE,0.030126341047494114
1991-09-01,FL,0.03960418848014481
1991-09-01,HI,0.03882995619837823
1991-09-01,IA,0.029400588638596795
1991-09-01,CO,0.026523935316823354
1991-09-01,IL,0.0315818448318949
1991-09-01,IN,0.030048752268932652
1991-09-01,KS,0.032110456640137654
1991-09-01,KY,0.03329649249491922
1991-09-01,LA,0.037939014208221634
1991-09-01,MA,0.02479722744567866
1991-09-01,MI,0.02585581497680955
1991-09-01,ID,0.025743514287552942
1991-09-01,MD,0.030979809130228967
1991-09-01,ME,0.02380795857183401
1991-10-01,MA,0.019245605713723267
1991-10-01,NE,0.020101161272481228
1991-10-01,MD,0.02297807761261228
1991-10-01,ME,0.018186154172422964
1991-10-01,MO,0.02472890151255489
1991-10-01,MN,0.016771260120324108
1991-10-01,MS,0.028782354718476417
1991-10-01,MT,0.01611800838433734
1991-10-01,NC,0.02511428871544822
1991-10-01,ND,0.016499264970695336
1991-10-01,LA,0.03043652805309513
1991-10-01,MI,0.019661649169260734
1991-10-01,KY,0.024105013590948278
1991-10-01,FL,0.03445147809485396
1991-10-01,IN,0.023583816025838183
1991-10-01,IL,0.023114571850103627
1991-10-01,ID,0.01706326874409814
1991-10-01,AK,0.010850336438569834
1991-10-01,AL,0.027660500012564038
1991-10-01,IA,0.01949903287023813
1991-10-01,HI,0.035631718787807236
1991-10-01,DE,0.022865888263786487
1991-10-01,CT,0.02130114838479161
1991-10-01,CO,0.019485582077872612
1991-10-01,AZ,0.027363351866968078
1991-10-01,AR,0.02691772283315083
1991-10-01,KS,0.024673959800192453
1991-10-01,NH,0.016653564077456044
1991-10-01,NY,0.020209048438275423
1991-10-01,NM,0.023575780804633833
1991-10-01,NJ,0.021362484155115158
1991-10-01,WY,0.018185327588890857
1991-10-01,WV,0.02195867708589994
1991-10-01,WI,0.01899693257602993
1991-10-01,VT,0.017171129885107498
1991-10-01,VA,0.02257356107808138
1991-10-01,UT,0.02034554823997014
1991-10-01,TX,0.03025472716519813
1991-10-01,SD,0.018883207061516232
1991-10-01,SC,0.026277883419664066
1991-10-01,RI,0.021092206984826493
1991-10-01,PA,0.021551338741286848
1991-10-01,OR,0.0188468059368529
1991-10-01,OK,0.02730797490180687
1991-10-01,OH,0.022168186504940412
1991-10-01,TN,0.02389297231048809
1991-10-01,NV,0.021280661062586727
1991-11-01,MO,0.014457027512043866
1991-11-01,MS,0.019169836815438143
1991-11-01,MT,0.011469986211501991
1991-11-01,NC,0.018026110486284087
1991-11-01,NE,0.012494237335696877
1991-11-01,NJ,0.01625239640709104
1991-11-01,MN,0.010205021887826108
1991-11-01,ND,0.010448438658383317
1991-11-01,MI,0.013403589147707964
1991-11-01,ID,0.011116303279265221
1991-11-01,MD,0.016027348884122144
1991-11-01,LA,0.020235060932003338
1991-11-01,KY,0.016783705703504896
1991-11-01,KS,0.01412601328484859
1991-11-01,IN,0.015107140177007256
1991-11-01,IL,0.014848357528344925
1991-11-01,NM,0.015027189933450855
1991-11-01,IA,0.012014173101887805
1991-11-01,HI,0.030302492531088895
1991-11-01,FL,0.02436720197011695
1991-11-01,NV,0.01439796065803652
1991-11-01,SC,0.02014931008677783
1991-11-01,OH,0.014931646725803027
1991-11-01,AK,0.005453653280321176
1991-11-01,AL,0.019654212513418368
1991-11-01,AR,0.017686055548336438
1991-11-01,AZ,0.018083149371534355
1991-11-01,CA,0.019265898018953388
1991-11-01,CO,0.012651839841780881
1991-11-01,CT,0.015395827179068289
1991-11-01,DE,0.017695053658204774
1991-11-01,NY,0.014157158890928114
1991-11-01,WY,0.010873569149638471
1991-11-01,WV,0.01560642671734284
1991-11-01,WI,0.01157394965067238
1991-11-01,VT,0.012408958203337431
1991-11-01,VA,0.01704753326181968
1991-11-01,UT,0.012336940761636467
1991-11-01,TX,0.01989100736413187
1991-11-01,TN,0.016581756335724847
1991-11-01,SD,0.011228331897434583
1991-11-01,RI,0.015277306650635612
1991-11-01,PA,0.015126195487545492
1991-11-01,OR,0.014976726069765908
1991-11-01,OK,0.017135204108767312
1991-12-01,CA,0.013870314578314323
1991-12-01,AZ,0.013467567100027434
1991-12-01,CO,0.009418819832801684
1991-12-01,AL,0.017613997968751325
1991-12-01,AK,0.004526315985531241
1991-12-01,AR,0.01509793571113945
1991-12-01,CT,0.011455655804238575
1991-12-01,WY,0.008687661465357054
1991-12-01,FL,0.022458489798715755
1991-12-01,NV,0.010837501571074529
1991-12-01,NY,0.00993075143801285
1991-12-01,OH,0.01166767746507058
1991-12-01,OK,0.014731002908436682
1991-12-01,OR,0.012017671393175429
1991-12-01,PA,0.011575456671554232
1991-12-01,RI,0.011421315082612123
1991-12-01,SD,0.010433149571468186
1991-12-01,TN,0.014605378026229576
1991-12-01,TX,0.016953095331233778
1991-12-01,UT,0.008767336232174187
1991-12-01,WV,0.012643457701962284
1991-12-01,WI,0.009053281473071986
1991-12-01,WA,0.011809409905720507
1991-12-01,DE,0.013658894364867183
1991-12-01,VT,0.007901205593862672
1991-12-01,VA,0.014230723164548998
1991-12-01,NM,0.01228132391246635
1991-12-01,NJ,0.012382725244317523
1991-12-01,SC,0.017203596611810996
1991-12-01,NE,0.011222110489457851
1991-12-01,ID,0.009359567408609175
1991-12-01,IL,0.012257422645435768
1991-12-01,NH,0.008015344745348447
1991-12-01,IN,0.012242920186559144
1991-12-01,HI,0.028029700524272536
1991-12-01,KY,0.013675364106737196
1991-12-01,LA,0.01928576783045873
1991-12-01,MA,0.01034480307590809
1991-12-01,KS,0.012690389689667445
1991-12-01,ME,0.007670300659019477
1991-12-01,MI,0.01032171986875423
1991-12-01,MO,0.013022186333712408
1991-12-01,ND,0.008776646958259119
1991-12-01,NC,0.01498347602086594
1991-12-01,MT,0.00962179776280258
1991-12-01,MD,0.013542053897642648
1991-12-01,MS,0.017884814429600198
1992-01-01,IA,0.02364740620759032
1992-01-01,AZ,0.028858566473305286
1992-01-01,CT,0.022553675312219093
1992-01-01,CO,0.02167448868775512
1992-01-01,DE,0.025353556055051223
1992-01-01,FL,0.04547266564277451
1992-01-01,HI,0.06155492504661132
1992-01-01,CA,0.031036741073294866
1992-01-01,AR,0.0305698717273542
1992-01-01,VT,0.014814715855526342
1992-01-01,AK,0.01094376818271245
1992-01-01,TX,0.03433748156228685
1992-01-01,UT,0.01641938899929056
1992-01-01,VA,0.028039163751017518
1992-01-01,WA,0.027444611492552555
1992-01-01,WI,0.020429793110092773
1992-01-01,WV,0.02515948508100519
1992-01-01,WY,0.02045110842693645
1992-01-01,ID,0.022886183829518333
1992-01-01,AL,0.03406421492912239
1992-01-01,IL,0.02563861562674021
1992-01-01,NJ,0.024185070095928133
1992-01-01,KS,0.02728449555791333
1992-01-01,TN,0.02928934022888077
1992-01-01,SD,0.023380505735060807
1992-01-01,SC,0.033741790181259765
1992-01-01,RI,0.022436491240017446
1992-01-01,PA,0.023287560106644657
1992-01-01,OR,0.028261841309462413
1992-01-01,OK,0.03087600610852005
1992-01-01,OH,0.023415333401829302
1992-01-01,NY,0.019891724948686507
1992-01-01,NV,0.022818491341912592
1992-01-01,IN,0.02595781040025331
1992-01-01,NH,0.015054794369638443
1992-01-01,NM,0.02631170625399454
1992-01-01,ND,0.01886715312815295
1992-01-01,KY,0.02767271228822587
1992-01-01,LA,0.03778064419842396
1992-01-01,MA,0.020454370195962204
1992-01-01,NE,0.02470954676860488
1992-01-01,ME,0.01646832765877873
1992-01-01,MD,0.026557553989826763
1992-01-01,MN,0.01850656428401984
1992-01-01,MO,0.028565392504562578
1992-01-01,MS,0.034225768034343886
1992-01-01,MT,0.022378633555221027
1992-01-01,NC,0.02974967473107825
1992-01-01,MI,0.0216943602401966
1992-02-01,WY,0.023702228218302375
1992-02-01,WV,0.026034800753260007
1992-02-01,WI,0.01997317666836598
1992-02-01,WA,0.02802928418532805
1992-02-01,VA,0.029879542879107178
1992-02-01,UT,0.023130033145278537
1992-02-01,MD,0.028178024621653783
1992-02-01,ME,0.016322029624368767
1992-02-01,MI,0.020070091768973876
1992-02-01,MN,0.01880314446347957
1992-02-01,MO,0.028915309378375144
1992-02-01,MS,0.03767327576091783
1992-02-01,MT,0.025372068976024106
1992-02-01,NC,0.032960937487123025
1992-02-01,ND,0.020482446730597403
1992-02-01,NE,0.025857476991210004
1992-02-01,NH,0.016744960237222006
1992-02-01,NJ,0.025599645502439317
1992-02-01,PA,0.023276006539502493
1992-02-01,NM,0.028615588573026193
1992-02-01,NV,0.024977855502725535
1992-02-01,NY,0.020451770482218377
1992-02-01,OH,0.025441068533377825
1992-02-01,OK,0.03293887351921456
1992-02-01,OR,0.029515919221543847
1992-02-01,MA,0.02186375652348367
1992-02-01,LA,0.03987000391380544
1992-02-01,RI,0.024451863010906138
1992-02-01,KS,0.02966292610037462
1992-02-01,KY,0.02936115835716047
1992-02-01,SD,0.022447809102568356
1992-02-01,AR,0.035083593297060796
1992-02-01,AL,0.03610019837153556
1992-02-01,AK,0.010279096937301379
1992-02-01,VT,0.01695332199179408
1992-02-01,TX,0.03824435341951585
1992-02-01,SC,0.036363081018644806
1992-02-01,AZ,0.03297058054921651
1992-02-01,TN,0.031116567230573544
1992-02-01,CO,0.023218144162696953
1992-02-01,CT,0.024248820861311155
1992-02-01,DE,0.02713645294917036
1992-02-01,FL,0.0459323524860495
1992-02-01,HI,0.05125684390694948
1992-02-01,IA,0.02334010738858697
1992-02-01,ID,0.024159913698641015
1992-02-01,CA,0.03306512430111562
1992-02-01,IN,0.02740917563278073
1992-02-01,IL,0.026799977211162562
1992-03-01,PA,0.024342141361445215
1992-03-01,OR,0.027617709581491214
1992-03-01,NV,0.027752709644425975
1992-03-01,OH,0.027642414815356352
1992-03-01,NY,0.021379323036928525
1992-03-01,RI,0.024807791456667345
1992-03-01,OK,0.036998646338890676
1992-03-01,SC,0.036510489973170995
1992-03-01,WV,0.026723100075641246
1992-03-01,TN,0.031295385662361196
1992-03-01,TX,0.04117064952300772
1992-03-01,UT,0.027122886444244612
1992-03-01,VA,0.0300370609065309
1992-03-01,VT,0.018018972885823253
1992-03-01,WA,0.027838549241904622
1992-03-01,WI,0.022235805053757902
1992-03-01,NM,0.03018641221444291
1992-03-01,WY,0.02491738504984474
1992-03-01,SD,0.026458669737402084
1992-03-01,MO,0.032488335157590156
1992-03-01,NE,0.028337725894477563
1992-03-01,AK,0.013022786070547954
1992-03-01,AL,0.03761040160106431
1992-03-01,AR,0.0364986231972581
1992-03-01,AZ,0.03297701050673731
1992-03-01,CA,0.035289925763091486
1992-03-01,CO,0.026134667668766834
1992-03-01,CT,0.024644205804819564
1992-03-01,FL,0.04509094634678846
1992-03-01,HI,0.047715671102264025
1992-03-01,ID,0.02583530825623843
1992-03-01,IL,0.029305777914041528
1992-03-01,NH,0.019507974882564436
1992-03-01,IN,0.02852559607514418
1992-03-01,KY,0.029615013046189673
1992-03-01,LA,0.041899974799313226
1992-03-01,MA,0.0231677544412087
1992-03-01,MD,0.028069518925843168
1992-03-01,ME,0.01892630041855886
1992-03-01,MI,0.022930504458587346
1992-03-01,MN,0.021538381781435502
1992-03-01,MT,0.027615218586345504
1992-03-01,NC,0.03305111952672239
1992-03-01,ND,0.023352800827041043
1992-03-01,KS,0.033820477953379356
1992-03-01,IA,0.027066451210886345
1992-03-01,DE,0.026096191856446876
1992-04-01,AZ,0.03678317648367738
1992-04-01,OK,0.037874444393835936
1992-04-01,OR,0.028733118156953157
1992-04-01,PA,0.028287571466618453
1992-04-01,RI,0.023133490940545048
1992-04-01,SC,0.03817130103500316
1992-04-01,SD,0.02476104870285652
1992-04-01,TN,0.03330691468636749
1992-04-01,TX,0.040470339798884626
1992-04-01,UT,0.02985144022120565
1992-04-01,VA,0.03224047678667728
1992-04-01,VT,0.022529190147175106
1992-04-01,WA,0.028731982749343105
1992-04-01,WI,0.023703883239481242
1992-04-01,WV,0.02971828667710232
1992-04-01,CA,0.03704544805719029
1992-04-01,OH,0.028813269675962924
1992-04-01,KS,0.033442431781582106
1992-04-01,NY,0.025261281312701167
1992-04-01,NM,0.033834477854369924
1992-04-01,KY,0.03195921460279223
1992-04-01,LA,0.04214111739637313
1992-04-01,MA,0.021483836789797775
1992-04-01,MD,0.031158396052618383
1992-04-01,ME,0.021261401878077565
1992-04-01,MI,0.02310366885459426
1992-04-01,MN,0.02306457211457695
1992-04-01,MO,0.032549218315858525
1992-04-01,MS,0.03910702491166923
1992-04-01,MT,0.026088454268888252
1992-04-01,NC,0.03489291354353499
1992-04-01,ND,0.022997807733412087
1992-04-01,NE,0.027941812952482038
1992-04-01,NH,0.021104219814013944
1992-04-01,NJ,0.02621944097360998
1992-04-01,NV,0.030958624583667056
1992-04-01,WY,0.025104175433745487
1992-04-01,IN,0.03042091025454148
1992-04-01,CO,0.029002726254201812
1992-04-01,AR,0.03709798943010831
1992-04-01,AL,0.03714789821240865
1992-04-01,AK,0.013211639612107199
1992-04-01,IL,0.030896378267196246
1992-04-01,ID,0.026457865297033284
1992-04-01,IA,0.026610394255366727
1992-04-01,HI,0.04570529148664016
1992-04-01,FL,0.04610407292518043
1992-04-01,DE,0.025548356168554956
1992-04-01,CT,0.023708188694457188
1992-05-01,NY,0.034311964019767174
1992-05-01,OH,0.03743691826660731
1992-05-01,OK,0.04357210249836253
1992-05-01,OR,0.03574919491073028
1992-05-01,PA,0.036786007498552625
1992-05-01,MI,0.0334329730671873
1992-05-01,RI,0.03241404534594151
1992-05-01,SC,0.044991690329504
1992-05-01,SD,0.038144334308320725
1992-05-01,TN,0.043165877378584974
1992-05-01,TX,0.048823577017223035
1992-05-01,UT,0.03627348969983358
1992-05-01,VA,0.03815906384144495
1992-05-01,VT,0.02984683774407309
1992-05-01,WA,0.034105524083215696
1992-05-01,WI,0.035538217512829436
1992-05-01,NV,0.03910280584048753
1992-05-01,NM,0.03864459464793972
1992-05-01,NJ,0.03640163432003704
1992-05-01,NH,0.02865182849054892
1992-05-01,MD,0.037294824408129465
1992-05-01,MA,0.03310272465731273
1992-05-01,LA,0.04899705089343381
1992-05-01,KY,0.040109890311660984
1992-05-01,KS,0.04129216427829098
1992-05-01,MO,0.041916177735215714
1992-05-01,IN,0.03882287219886083
1992-05-01,IL,0.03872312762636542
1992-05-01,MS,0.04770757924825153
1992-05-01,IA,0.039731049140047395
1992-05-01,HI,0.04727019237021979
1992-05-01,FL,0.050037536780898416
1992-05-01,DE,0.033999502202076724
1992-05-01,CT,0.03247193780619414
1992-05-01,CO,0.034274779724487815
1992-05-01,AZ,0.04335031151796736
1992-05-01,AR,0.04505597929925468
1992-05-01,AL,0.04512486455756106
1992-05-01,AK,0.018186949733574764
1992-05-01,MT,0.0330389142282329
1992-05-01,NC,0.04098372988037905
1992-05-01,ND,0.03459938596116888
1992-05-01,NE,0.03932815225484079
1992-05-01,WV,0.034764555693344905
1992-05-01,MN,0.03687165214695157
1992-05-01,ID,0.033392949521862135
1992-05-01,WY,0.03288647387721791
1992-06-01,OK,0.042990946524700986
1992-06-01,MD,0.03560240150833745
1992-06-01,ME,0.029483039155987538
1992-06-01,MI,0.02988807663463559
1992-06-01,MO,0.041277800707828625
1992-06-01,MS,0.045691928131389024
1992-06-01,MT,0.03331503643325931
1992-06-01,NM,0.03754537788013356
1992-06-01,NV,0.03675357717661146
1992-06-01,NY,0.03176902895951506
1992-06-01,OH,0.036762845936457046
1992-06-01,NC,0.040582394295637585
1992-06-01,MA,0.031949553662196525
1992-06-01,PA,0.034461216400048754
1992-06-01,SC,0.04325935046396485
1992-06-01,SD,0.03529487021808739
1992-06-01,TN,0.03867304758886368
1992-06-01,TX,0.046996527260382615
1992-06-01,UT,0.03586522165822207
1992-06-01,VA,0.03619051991799603
1992-06-01,VT,0.02833690906757068
1992-06-01,WA,0.03379918045392947
1992-06-01,WI,0.031831007376310595
1992-06-01,WV,0.03614651432567769
1992-06-01,WY,0.0319846688702569
1992-06-01,ND,0.03361707310334517
1992-06-01,NE,0.036725780143891246
1992-06-01,NH,0.0291901327499755
1992-06-01,RI,0.03165808200527301
1992-06-01,LA,0.04890567251206652
1992-06-01,NJ,0.03549429392492633
1992-06-01,KS,0.03988373707730656
1992-06-01,KY,0.037882989021629475
1992-06-01,AK,0.02551757877729201
1992-06-01,AL,0.04462034086955152
1992-06-01,AR,0.04270842708776501
1992-06-01,AZ,0.041991614964689526
1992-06-01,CO,0.032386257741899
1992-06-01,CT,0.03167859895385821
1992-06-01,CA,0.03782937760534306
1992-06-01,IL,0.03693215005170866
1992-06-01,FL,0.05076221204776784
1992-06-01,HI,0.0421801871014405
1992-06-01,IA,0.037098263268283825
1992-06-01,ID,0.03148412287911997
1992-06-01,DE,0.03660884440947598
1992-06-01,IN,0.03585435213363947
1992-07-01,PA,0.03764614074457592
1992-07-01,OR,0.0315346611342122
1992-07-01,OK,0.04760547005868262
1992-07-01,OH,0.03918448971615257
1992-07-01,NJ,0.03815634653162145
1992-07-01,NV,0.03448883876325458
1992-07-01,RI,0.03459147564145594
1992-07-01,NM,0.038026313112611516
1992-07-01,NY,0.0337937978214687
1992-07-01,SC,0.04857191785428982
1992-07-01,UT,0.03521960322082878
1992-07-01,FL,0.05057936999904235
1992-07-01,HI,0.04409839870861347
1992-07-01,IA,0.035979593455932025
1992-07-01,TN,0.04231122780492426
1992-07-01,NH,0.03261835721447837
1992-07-01,VA,0.042249742345444596
1992-07-01,VT,0.031215697919839393
1992-07-01,WA,0.033057188704151225
1992-07-01,WI,0.03199108990198258
1992-07-01,NE,0.03667819691080577
1992-07-01,DE,0.04091387755590299
1992-07-01,NC,0.04678142134036005
1992-07-01,WY,0.03247492400736552
1992-07-01,AK,0.024782972965382472
1992-07-01,WV,0.03843854892233017
1992-07-01,ME,0.029752359387460143
1992-07-01,MD,0.04089333407206841
1992-07-01,MA,0.03394743582564836
1992-07-01,LA,0.04982675958746189
1992-07-01,KY,0.04119123471974711
1992-07-01,KS,0.044136673311769486
1992-07-01,IL,0.03971513044062773
1992-07-01,ND,0.0316118688741444
1992-07-01,IN,0.039051528670869404
1992-07-01,AZ,0.04449963155165647
1992-07-01,CO,0.03307392918572613
1992-07-01,CT,0.03477086228211679
1992-07-01,MI,0.03133308817990609
1992-07-01,MN,0.030219236968743214
1992-07-01,MO,0.043222928728565715
1992-07-01,MS,0.047785953105445235
1992-07-01,MT,0.030976609702177398
1992-07-01,AL,0.04602149086381343
1992-07-01,ID,0.03111925330740596
1992-08-01,SC,0.04307920269126029
1992-08-01,NC,0.03864825884211407
1992-08-01,NJ,0.034227041986261364
1992-08-01,NH,0.03147052747376406
1992-08-01,NE,0.033113147003524655
1992-08-01,ND,0.03050866259495666
1992-08-01,WY,0.030765245064993296
1992-08-01,MT,0.029452485294179515
1992-08-01,MS,0.04195800861896532
1992-08-01,MO,0.03590332824916376
1992-08-01,MN,0.030476156394701977
1992-08-01,MI,0.03069990789656897
1992-08-01,ME,0.02983622450763935
1992-08-01,MD,0.037727306867872214
1992-08-01,MA,0.031240632861336947
1992-08-01,KY,0.03698896714707239
1992-08-01,KS,0.036170710381137304
1992-08-01,IN,0.03493224995345708
1992-08-01,IL,0.03440982611620722
1992-08-01,ID,0.030707351317250924
1992-08-01,IA,0.033055452942726236
1992-08-01,HI,0.03854204135842864
1992-08-01,FL,0.04537973530335312
1992-08-01,DE,0.03508220486546271
1992-08-01,CT,0.03341680032324444
1992-08-01,NM,0.03522843575837867
1992-08-01,NV,0.0339893672022083
1992-08-01,NY,0.0316182215845678
1992-08-01,AK,0.02067498065081967
1992-08-01,AL,0.04118725866055593
1992-08-01,AR,0.03803007430659499
1992-08-01,WV,0.03464157624226705
1992-08-01,CO,0.029905179317322103
1992-08-01,VT,0.030989476144215333
1992-08-01,VA,0.03594342394679186
1992-08-01,UT,0.03258269472480873
1992-08-01,WI,0.029619411343305563
