Year,State,AverageTemperature,AverageTemperatureUncertainty,Dis No,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2013,Mississippi,19.443666666666665,0.29600000000000004,2013-0055-USA,55,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,2.0,9.0,2013,2.0,11.0,1.0,82.0,4800.0,,4882.0,,,100000.0,91.1207940325185
2013,Mississippi,19.443666666666665,0.29600000000000004,2013-0550-USA,550,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,12.0,1.0,2013,12.0,9.0,20.0,,,,,,62500.0,100000.0,91.1207940325185
2013,Mississippi,19.443666666666665,0.29600000000000004,2013-0528-USA,528,Natural,Meteorological,Extreme temperature,Severe winter conditions,Snow/Ice,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,2013,12.0,19.0,2013,12.0,22.0,19.0,,,,,,,200000.0,91.1207940325185
2013,Mississippi,19.443666666666665,0.29600000000000004,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0118-USA,118,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,4.0,17.0,2013,4.0,19.0,3.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0055-USA,55,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,2.0,9.0,2013,2.0,11.0,1.0,82.0,4800.0,,4882.0,,,100000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,Missouri,14.410777777777778,0.3001111111111111,2013-0277-USA,277,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Torrential rains,,,,,,,123143.0,Km2,38.2138,-94.15,,,2013,8.0,5.0,2013,8.0,12.0,3.0,,6000.0,,6000.0,,,25000.0,91.1207940325185
2013,Montana,8.457555555555555,0.321,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,Montana,8.457555555555555,0.321,2013-0183-USA,183,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,Hail,,,,,,285.0,Kph,,,,,2013,5.0,15.0,2013,5.0,17.0,6.0,100.0,,600.0,700.0,,200000.0,300000.0,91.1207940325185
2013,Montana,8.457555555555555,0.321,2013-0118-USA,118,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,4.0,17.0,2013,4.0,19.0,3.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,Montana,8.457555555555555,0.321,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,Montana,8.457555555555555,0.321,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,Montana,8.457555555555555,0.321,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0183-USA,183,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,Hail,,,,,,285.0,Kph,,,,,2013,5.0,15.0,2013,5.0,17.0,6.0,100.0,,600.0,700.0,,200000.0,300000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0118-USA,118,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,4.0,17.0,2013,4.0,19.0,3.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0055-USA,55,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,2.0,9.0,2013,2.0,11.0,1.0,82.0,4800.0,,4882.0,,,100000.0,91.1207940325185
2013,Nebraska,11.806999999999999,0.32755555555555554,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,New Hampshire,8.774222222222225,0.39888888888888885,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,New Hampshire,8.774222222222225,0.39888888888888885,2013-0054-USA,54,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,,Yes,,,Kph,,,,,2013,2.0,8.0,2013,2.0,9.0,15.0,,,,,,,100000.0,91.1207940325185
2013,New Hampshire,8.774222222222225,0.39888888888888885,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,New Hampshire,8.774222222222225,0.39888888888888885,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,New Hampshire,8.774222222222225,0.39888888888888885,2013-0550-USA,550,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,12.0,1.0,2013,12.0,9.0,20.0,,,,,,62500.0,100000.0,91.1207940325185
2013,New Jersey,13.037777777777777,0.331,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,New Jersey,13.037777777777777,0.331,2013-0054-USA,54,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,,Yes,,,Kph,,,,,2013,2.0,8.0,2013,2.0,9.0,15.0,,,,,,,100000.0,91.1207940325185
2013,New Jersey,13.037777777777777,0.331,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,New Jersey,13.037777777777777,0.331,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,New Jersey,13.037777777777777,0.331,2013-0550-USA,550,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,12.0,1.0,2013,12.0,9.0,20.0,,,,,,62500.0,100000.0,91.1207940325185
2013,New Mexico,14.26388888888889,0.29555555555555557,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,New Mexico,14.26388888888889,0.29555555555555557,2013-0183-USA,183,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,Hail,,,,,,285.0,Kph,,,,,2013,5.0,15.0,2013,5.0,17.0,6.0,100.0,,600.0,700.0,,200000.0,300000.0,91.1207940325185
2013,New Mexico,14.26388888888889,0.29555555555555557,2013-0472-USA,472,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,11.0,24.0,2013,11.0,24.0,14.0,,,,,,,2000.0,91.1207940325185
2013,New Mexico,14.26388888888889,0.29555555555555557,2013-0118-USA,118,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,4.0,17.0,2013,4.0,19.0,3.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,New Mexico,14.26388888888889,0.29555555555555557,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,New Mexico,14.26388888888889,0.29555555555555557,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,New Mexico,14.26388888888889,0.29555555555555557,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,New York,9.914111111111112,0.34522222222222226,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,New York,9.914111111111112,0.34522222222222226,2013-0054-USA,54,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,,Yes,,,Kph,,,,,2013,2.0,8.0,2013,2.0,9.0,15.0,,,,,,,100000.0,91.1207940325185
2013,New York,9.914111111111112,0.34522222222222226,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,New York,9.914111111111112,0.34522222222222226,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,New York,9.914111111111112,0.34522222222222226,2013-0550-USA,550,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,12.0,1.0,2013,12.0,9.0,20.0,,,,,,62500.0,100000.0,91.1207940325185
2013,New York,9.914111111111112,0.34522222222222226,2013-0528-USA,528,Natural,Meteorological,Extreme temperature,Severe winter conditions,Snow/Ice,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,2013,12.0,19.0,2013,12.0,22.0,19.0,,,,,,,200000.0,91.1207940325185
2013,North Carolina,16.544,0.3255555555555556,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,North Carolina,16.544,0.3255555555555556,2013-0183-USA,183,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,Hail,,,,,,285.0,Kph,,,,,2013,5.0,15.0,2013,5.0,17.0,6.0,100.0,,600.0,700.0,,200000.0,300000.0,91.1207940325185
2013,North Carolina,16.544,0.3255555555555556,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,North Carolina,16.544,0.3255555555555556,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,North Carolina,16.544,0.3255555555555556,2013-0055-USA,55,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,2.0,9.0,2013,2.0,11.0,1.0,82.0,4800.0,,4882.0,,,100000.0,91.1207940325185
2013,North Carolina,16.544,0.3255555555555556,2013-0550-USA,550,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,12.0,1.0,2013,12.0,9.0,20.0,,,,,,62500.0,100000.0,91.1207940325185
2013,North Carolina,16.544,0.3255555555555556,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0183-USA,183,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,Hail,,,,,,285.0,Kph,,,,,2013,5.0,15.0,2013,5.0,17.0,6.0,100.0,,600.0,700.0,,200000.0,300000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0118-USA,118,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,4.0,17.0,2013,4.0,19.0,3.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0055-USA,55,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,2.0,9.0,2013,2.0,11.0,1.0,82.0,4800.0,,4882.0,,,100000.0,91.1207940325185
2013,North Dakota,6.933888888888889,0.342,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0439-USA,439,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,305.0,Kph,,,,,2013,11.0,16.0,2013,11.0,18.0,11.0,185.0,,,185.0,,800000.0,1300000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0118-USA,118,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,4.0,17.0,2013,4.0,19.0,3.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0055-USA,55,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,2.0,9.0,2013,2.0,11.0,1.0,82.0,4800.0,,4882.0,,,100000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0528-USA,528,Natural,Meteorological,Extreme temperature,Severe winter conditions,Snow/Ice,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,°C,,,,,2013,12.0,19.0,2013,12.0,22.0,19.0,,,,,,,200000.0,91.1207940325185
2013,Ohio,12.581333333333333,0.3342222222222222,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0183-USA,183,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,Hail,,,,,,285.0,Kph,,,,,2013,5.0,15.0,2013,5.0,17.0,6.0,100.0,,600.0,700.0,,200000.0,300000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0579-USA,579,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,,Kph,,,,,2013,2.0,24.0,2013,2.0,25.0,1.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0472-USA,472,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,11.0,24.0,2013,11.0,24.0,14.0,,,,,,,2000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0118-USA,118,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,Flood,,,,,,,Kph,,,,,2013,4.0,17.0,2013,4.0,19.0,3.0,,,,,,800000.0,1100000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0013-USA,13,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,1.0,29.0,2013,1.0,30.0,3.0,18.0,1089.0,,1107.0,,200000.0,300000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0184-USA,184,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,475.0,Kph,,,,,2013,5.0,26.0,2013,6.0,6.0,27.0,150.0,170000.0,,170150.0,,1425000.0,2100000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0550-USA,550,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,12.0,1.0,2013,12.0,9.0,20.0,,,,,,62500.0,100000.0,91.1207940325185
2013,Oklahoma,17.524666666666665,0.3227777777777778,2013-0117-USA,117,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,4.0,7.0,2013,4.0,11.0,4.0,,,,,,1500000.0,1600000.0,91.1207940325185
2013,Pennsylvania,11.543222222222223,0.32033333333333336,2013-0211-USA,211,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,6.0,12.0,2013,6.0,13.0,4.0,,,,,,450000.0,900000.0,91.1207940325185
2013,Pennsylvania,11.543222222222223,0.32033333333333336,2013-0550-USA,550,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Cleon and Dion,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2013,12.0,1.0,2013,12.0,9.0,20.0,,,,,,62500.0,100000.0,91.1207940325185
2013,Rhode Island,11.569111111111111,0.3814444444444444,2013-0142-USA,142,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Hail,,,,Yes,,320.0,Kph,,,,,2013,5.0,18.0,2013,5.0,22.0,29.0,450.0,,,450.0,,1800000.0,3100000.0,91.1207940325185
