date,state,ave_temp,ave_temp_uncertainty,disaster_occurrence,month,fitted_temp,error,mean,std,anomaly
1822-11-01,AL,11.757,2.802,0.0,11,11.00298952578061,0.75401047421939,0.9268411082849143,0.45182440860266354,1
1822-12-01,AL,5.889999999999999,3.076,0.0,12,7.14553833068641,-1.2555383306864112,0.028471973104394976,1.11511867781525,0
1823-01-01,AL,6.952000000000001,2.7910000000000004,0.0,1,5.81808642365101,1.1339135763489905,0.21079523996065644,1.2840102013055534,0
1823-02-01,AL,5.432,4.598,0.0,2,8.580568994913484,-3.148568994913484,-1.0900645830836349,2.1460313171412166,0
1823-03-01,AL,12.88,2.783,0.0,3,10.521185661793837,2.358814338206164,0.11471963988055685,2.891692411820699,0
1823-04-01,AL,17.686,3.867,0.0,4,16.91802171614265,0.7679782838573495,-0.007258790949990157,2.834353927458209,0
1823-05-01,AL,22.125,2.553,0.0,5,21.64483299319575,0.4801670068042512,1.2023198762892549,1.0118391241363263,0
1823-06-01,AL,24.589,2.619,0.0,6,25.55237929026255,-0.9633792902625515,0.09492200013301637,0.927744603185219,0
1823-07-01,AL,26.705,1.916,0.0,7,26.13486717556492,0.5701328244350776,0.028973513658925754,0.8605791815245603,0
1823-08-01,AL,25.922,2.012,0.0,8,26.01185843751708,-0.08985843751707989,-0.16103496778151793,0.7692297610768415,0
1823-09-01,AL,22.308000000000003,2.5660000000000003,0.0,9,22.144017828403953,0.1639821715960501,0.21475218617134928,0.33291186859010463,0
1823-10-01,AL,16.555,2.214,0.0,10,15.815246102322849,0.7397538976771507,0.271292543918707,0.42508915968594074,1
1823-11-01,AL,10.784,4.305,0.0,11,10.839728268924205,-0.055728268924204016,0.2826692667829989,0.4108076670024623,0
1823-12-01,AL,7.199,1.847,0.0,12,6.469282097874402,0.7297179021255982,0.4712478436261816,0.4564022871333885,1
1824-01-01,AL,8.772,2.003,0.0,1,6.5100295098554835,2.261970490144517,0.978653374448637,1.1787317491620244,1
1824-02-01,AL,8.022,3.091,0.0,2,9.262592027624441,-1.2405920276244409,0.5836987882152247,1.7558408908384198,0
1824-03-01,AL,13.065,4.007,0.0,3,12.039276084628492,1.0257239153715076,0.6823674592971946,1.776346331565388,0
1824-04-01,AL,16.317,2.524,0.0,4,17.056834673334077,-0.7398346733340766,-0.3182342618623366,1.190528104911485,0
1824-05-01,AL,21.629,2.754,0.0,5,20.51035541565062,1.1186445843493829,0.468177942128938,1.0472007553564127,1
1824-06-01,AL,24.722,3.77,0.0,6,24.40700419250217,0.31499580749783007,0.2312685728377121,0.9320643621433343,0
1824-07-01,AL,27.031,4.312,0.0,7,25.602278519548893,1.428721480451106,0.9541206240994397,0.574801982225986,1
1824-08-01,AL,26.009,2.451,0.0,8,25.992461057851482,0.016538942148518032,0.5867520766991513,0.7442805134888478,0
1824-09-01,AL,22.681,2.627,0.0,9,22.233290305537917,0.447709694462084,0.6309900390205693,0.7237117132516684,0
1824-10-01,AL,17.116,2.274,0.0,10,16.250625748766755,0.865374251233245,0.4432076292812823,0.4244355627539737,1
1824-11-01,AL,11.914,2.659,0.0,11,11.235218743732545,0.6787812562674542,0.6639550673209277,0.2092266292912863,1
1824-12-01,AL,9.152,3.701,0.0,12,7.223092089377486,1.928907910622513,1.1576878060410707,0.6743808817911477,1
1825-01-01,AL,7.843,2.905,0.0,1,7.6151470962242955,0.22785290377570444,0.9451806902218906,0.8812624625433413,0
1825-02-01,AL,10.134,1.585,0.0,2,8.666645984386248,1.4673540156137523,1.2080382766706566,0.8796763742577288,1
1825-03-01,AL,13.985,2.893,0.0,3,12.590799006393526,1.3942009936064732,1.02980263766531,0.6954713314877028,1
1825-04-01,AL,17.274,3.087,0.0,4,16.9802742138981,0.29372578610190203,1.0517602651073759,0.6574952811069418,0
1825-05-01,AL,21.761,1.912,0.0,5,20.61301394115472,1.1479860588452802,0.9453042795178851,0.5775563594459143,1
1825-06-01,AL,25.418000000000003,1.2990000000000002,0.0,6,24.071113033627782,1.346886966372221,0.9295329371064677,0.5595341300627147,1
1825-07-01,AL,26.98,2.875,0.0,7,25.611887485520597,1.368112514479403,1.2876618465656346,0.12142744841863637,1
1825-08-01,AL,26.464,2.7910000000000004,0.0,8,25.596404844002574,0.8675951559974244,1.1941982122830161,0.2830455762846356,1
1825-09-01,AL,23.043000000000003,1.853,0.0,9,22.230146300074708,0.8128536999252951,1.0161871234673743,0.30600288786598595,1
1825-10-01,AL,18.196,3.339,0.0,10,16.336154804871384,1.8598451951286172,1.1800980170171123,0.5893142848820243,1
1825-11-01,AL,12.823,2.708,0.0,11,11.766446398296015,1.0565536017039854,1.243084165585966,0.547853115536903,1
1825-12-01,AL,7.204,1.525,0.0,12,7.793761401915127,-0.5897614019151272,0.7755457983058252,1.248746234928428,0
1826-01-01,AL,6.7,1.771,0.0,1,6.5437149854907375,0.1562850145092627,0.2076924047660403,0.8243605477065123,0
1826-02-01,AL,10.033,3.425,0.0,2,7.946177195013117,2.086822804986882,0.5511154725270059,1.381283487229563,1
1826-03-01,AL,13.957,2.87,0.0,3,12.467541512359176,1.4894584876408246,1.2441887690456566,0.9883632764627787,1
1826-04-01,AL,17.949,4.814,0.0,4,17.17746648959474,0.7715335104052627,1.4492716010109898,0.6585648954377049,1
1826-05-01,AL,23.015,2.09,0.0,5,21.334004162782975,1.6809958372170257,1.3139959450877043,0.47944839018578744,1
1826-06-01,AL,25.327,3.048,0.0,6,25.135818404318982,0.19118159568101945,0.8812369811011026,0.7509412474906303,0
1826-07-01,AL,26.745,1.6769999999999998,0.0,7,25.88231158231939,0.8626884176806122,0.9116219501928858,0.746111577797749,1
1826-08-01,AL,25.738000000000003,1.817,0.0,8,25.498836689550476,0.239163310449527,0.4310111079370529,0.3746125145379988,0
1826-09-01,AL,22.079,2.087,0.0,9,21.67434866864243,0.40465133135757014,0.5021676864959032,0.3229984047582221,1
1826-10-01,AL,17.038999999999998,3.3960000000000004,0.0,10,15.766255817543769,1.2727441824562291,0.6388529414211087,0.5551667770694424,1
1826-11-01,AL,11.268,1.949,0.0,11,11.130907923953306,0.13709207604669515,0.6048291966201648,0.5937001010643278,0
1826-12-01,AL,7.973,2.997,0.0,12,6.98918821307357,0.98381178692643,0.7978826818097847,0.5902149191566434,1
1827-01-01,AL,6.017,3.974,0.0,1,7.204924548755804,-1.1879245487558032,-0.02234022859422602,1.0946111970708292,0
1827-02-01,AL,12.912,3.237,0.0,2,8.381864721169137,4.530135278830864,1.4420075056671635,2.8864354376062598,1
1827-03-01,AL,14.817,3.213,0.0,3,14.426985765666826,0.39001423433317406,1.2440749881360782,2.953153717020971,0
1827-04-01,AL,18.47,4.113,0.0,4,18.120572344017177,0.3494276559828222,1.7565257230489533,2.4021020572675438,0
1827-05-01,AL,21.909,3.447,0.0,5,21.733203703163362,0.1757962968366371,0.30507939571754444,0.11378667464869642,1
1827-06-01,AL,25.043000000000003,2.6210000000000004,0.0,6,24.173661588403398,0.8693384115966047,0.4648541214720214,0.3608914212582533,1
1827-07-01,AL,27.56600000000001,2.111,0.0,7,25.140494232709123,2.425505767290886,1.1568801585747093,1.1520886977807623,1
1827-08-01,AL,26.76,1.569,0.0,8,25.36467091785687,1.3953290821431317,1.5633910870102075,0.7915793313635479,1
1827-09-01,AL,23.213,1.96,0.0,9,22.00579244282097,1.2072075571790322,1.6760141355376834,0.655858755060597,1
1827-10-01,AL,16.980999999999998,1.659,0.0,10,16.368845009841515,0.6121549901584835,1.0715638764935491,0.40882737270307157,1
1827-11-01,AL,12.454,1.958,0.0,11,11.087840579168684,1.3661594208313161,1.0618406560562772,0.39746612726742253,1
1827-12-01,AL,8.827,4.195,0.0,12,7.5157632552278475,1.3112367447721525,1.0965170519206506,0.4203677916326615,1
1828-01-01,AL,10.773,6.933,0.0,1,7.263609669953227,3.509390330046773,2.062262165216747,1.2535505850062398,1
1828-02-01,AL,12.698,6.14,0.0,2,10.768549573571976,1.9294504264280246,2.250025833748983,1.133598800258733,1
1828-03-01,AL,13.394,2.958,0.0,3,14.131278658302582,-0.7372786583025821,1.5671873660574052,2.14638656067208,0
1828-04-01,AL,16.192,3.242,0.0,4,16.728181632868296,-0.5361816328682956,0.21866337841904895,1.4849930121505452,0
1828-05-01,AL,22.186,3.37,0.0,5,19.65407368700979,2.5319263129902083,0.4194886739397769,1.8321857404660755,1
1828-06-01,AL,26.965,2.837,0.0,6,23.687115728244926,3.277884271755074,1.7578763172923288,2.0214202255054263,1
1828-07-01,AL,27.16200000000001,1.747,0.0,7,26.247747088015842,0.9142529119841676,2.2413544989098164,1.2083096811564766,0
1828-08-01,AL,26.944000000000003,2.008,0.0,8,25.78738011667613,1.1566198833238737,1.7829190223543716,1.3003369793579451,0
1828-09-01,AL,22.511,2.519,0.0,9,22.534577057282064,-0.02357705728206483,0.6824319126753254,0.6233152785261943,0
1828-10-01,AL,17.36,1.909,0.0,10,16.26151229558549,1.0984877044145094,0.743843510152106,0.6652409962162559,1
1828-11-01,AL,13.255999999999998,2.472,0.0,11,11.419923403657013,1.836076596342986,0.9703290811584768,0.9364274677711467,1
1828-12-01,AL,11.665,5.4110000000000005,0.0,12,7.979485506889688,3.685514493110311,2.2066929312892687,1.3327393789312534,1
1829-01-01,AL,7.79,1.908,0.0,1,9.030230635001292,-1.240230635001292,1.4271201514840017,2.488207245613284,0
1829-02-01,AL,6.388999999999999,2.821,0.0,2,9.399894640429922,-3.010894640429923,-0.18853692744030118,3.4698729892940854,0
1829-03-01,AL,10.448,2.253,0.0,3,10.556427204726004,-0.10842720472600398,-1.4531841600524062,1.4629050573103017,0
1829-04-01,AL,16.77,1.729,0.0,4,14.693342264543086,2.076657735456914,-0.34755470323300425,2.552191952960137,0
1829-05-01,AL,22.228,3.897,0.0,5,20.54949110044246,1.6785088995575421,1.2155798100961508,1.1637768494671052,1
1829-06-01,AL,26.067,3.095,0.0,6,25.31741701261022,0.749582987389779,1.5015832074680784,0.6809984376856051,1
1829-07-01,AL,27.112,2.487,0.0,7,27.28353977260347,-0.1715397726034702,0.752184038114617,0.9250270787602408,0
1829-08-01,AL,27.203000000000003,2.644,0.0,8,26.89426855175797,0.3087314482420318,0.2955915543427802,0.46070193981903906,0
1829-09-01,AL,22.726,3.009,0.0,9,23.268478629853277,-0.542478629853278,-0.13509565140490545,0.42677368679438754,0
1829-10-01,AL,17.712,2.198,0.0,10,16.727418964022537,0.9845810359774632,0.25027795145540566,0.7652061253130291,1
1829-11-01,AL,10.461,3.406,0.0,11,11.659563844232373,-1.198563844232373,-0.25215381270272924,1.1201547958146658,0
